user_id,timestamp,operation,device_id,location_lat,location_lon,login_count_day,is_success,label
U3981,2025-10-24T06:40:46.338903,login,DEV_3980_0,24.524314451111227,45.64274466363526,2,1,0
U1763,2025-10-16T10:09:48.407010,submit_form,DEV_1762_0,25.111109622132414,46.41267215575559,0,1,0
U3676,2025-10-22T08:38:17.868208,login,DEV_3675_0,25.647114147406985,46.74282615867061,0,1,0
U1528,2025-10-17T21:23:55.819439,login,DEV_1527_1,24.663528798959966,46.959881257275924,0,1,0
U574,2025-10-14T11:49:57.228125,view_service,DEV_573_0,24.533769229069193,46.93893049961982,2,1,0
U3901,2025-10-15T17:38:27.379161,login,DEV_3900_1,24.4956292251769,46.771868553253306,2,1,0
U3574,2025-10-05T19:21:23.780804,submit_form,DEV_3573_1,25.301140127160405,46.86690636718226,4,1,0
U51,2025-10-05T08:14:15.706949,login,DEV_50_0,25.010963013286226,46.27011389774302,5,1,0
U1359,2025-10-18T18:01:45.602015,change_phone,NEWDEV_8764ad,25.180961372239317,47.97869071247103,3,1,1
U2145,2025-10-28T08:47:00.300495,reset_password,DEV_2144_0,24.626214883793793,46.62545523279936,0,1,0
U3185,2025-10-23T08:28:19.132018,submit_form,DEV_3184_0,25.070358259663458,46.96149900875427,3,1,0
U1343,2025-10-03T11:03:32.531830,view_service,DEV_1342_0,24.83947320783026,46.72765958128096,3,1,0
U851,2025-10-11T16:00:24.641115,login,DEV_850_0,25.132766352492567,46.457157802108135,1,1,0
U1027,2025-10-03T00:08:26.699472,view_service,DEV_1026_1,24.39355578263335,46.69406421635162,3,1,0
U615,2025-10-03T21:06:38.260155,login,DEV_614_0,25.2375230562163,46.540918771017864,2,1,0
U2512,2025-10-04T23:20:52.641340,login,DEV_2511_1,24.50668854474105,47.04062091052966,1,1,0
U2301,2025-10-24T15:55:19.700074,login,DEV_2300_0,24.395645289507616,46.413846414023816,3,1,0
U1634,2025-10-18T19:02:42.685839,login,DEV_1633_0,24.958679473817547,46.938271650107055,1,1,0
U1532,2025-10-27T12:36:18.378683,view_service,DEV_1531_0,24.45056530931647,46.60336494394191,1,1,0
U3993,2025-10-01T07:56:08.028844,submit_form,DEV_3992_0,24.746260265774218,46.52994484101875,0,1,0
U141,2025-10-10T19:29:07.458541,login,DEV_140_0,24.883176075367583,46.473867630029844,7,1,0
U2369,2025-10-10T11:21:52.902090,view_service,DEV_2368_0,25.378008577951153,46.88803163257591,0,1,0
U2397,2025-10-17T03:58:06.794363,login,DEV_2396_0,24.284546121219414,46.10410338222956,1,1,0
U2724,2025-10-17T17:16:35.641843,pay_fee,DEV_2723_0,24.45015128924536,46.65798584938102,1,1,0
U1379,2025-10-03T01:49:14.799788,view_service,NEWDEV_9148e9,25.499582184534024,46.653219078270894,1,1,0
U203,2025-10-27T12:55:26.608198,view_service,DEV_202_1,24.48058788535951,46.16228313742332,1,1,0
U1752,2025-10-11T13:29:31.255420,view_service,DEV_1751_0,25.48512008212532,46.60303334427712,2,1,0
U1862,2025-10-06T03:53:45.621622,login,DEV_1861_0,24.419880555814334,46.9508797378736,1,1,0
U79,2025-10-31T20:24:26.629037,login,DEV_78_0,24.167942819797766,46.70500798117029,1,1,0
U1726,2025-10-02T15:36:11.607289,login,DEV_1725_1,24.525875350386205,47.38485633024752,1,1,0
U1005,2025-10-16T20:15:37.966947,view_service,DEV_1004_1,24.633691937648717,46.707072416444966,4,1,0
U2746,2025-10-04T15:34:25.835758,view_service,DEV_2745_0,24.489607289129342,46.28409450159571,2,1,0
U1713,2025-10-03T14:34:07.326007,view_service,DEV_1712_1,25.18465177535103,46.33666777620947,3,1,0
U2180,2025-10-03T01:16:33.764798,login,DEV_2179_0,25.60385169657675,46.354415233598054,1,1,0
U2703,2025-10-17T13:34:41.722103,login,DEV_2702_0,23.974659553114805,46.32542607496699,2,1,0
U3672,2025-10-04T02:42:41.558737,submit_form,DEV_3671_0,25.006094892261125,46.902128680190216,1,1,0
U2651,2025-10-23T15:30:44.994988,login,DEV_2650_0,24.88441091618027,46.70362501542265,2,1,0
U2630,2025-10-12T07:54:42.443168,view_service,DEV_2629_0,24.096173227173992,47.27396729282449,3,1,0
U1699,2025-10-19T15:12:57.412215,login,DEV_1698_0,24.57670531784619,46.56088584196153,0,1,0
U3844,2025-10-23T01:17:27.295482,login,DEV_3843_0,24.183326230902175,47.22313135076247,2,1,0
U2047,2025-10-14T08:02:30.750812,view_service,DEV_2046_0,24.8768021130718,47.12457699871917,3,1,0
U3260,2025-10-19T06:24:20.711656,login,DEV_3259_1,24.688180157166315,46.878791234761366,6,1,0
U2986,2025-10-25T14:37:55.313730,issue_power,DEV_2985_0,25.302466693682472,46.68187975779646,3,1,0
U488,2025-10-28T18:09:04.078912,view_service,DEV_487_0,23.99729519865993,46.747470364312676,3,1,0
U1640,2025-10-05T08:07:08.237262,login,DEV_1639_1,24.364860904475506,46.47294828301208,2,1,0
U2154,2025-10-15T10:19:51.619830,login,DEV_2153_0,25.020460705331512,46.522545114268816,0,1,0
U1230,2025-10-24T16:33:55.174902,submit_form,DEV_1229_0,24.781975106142813,46.73303330498745,3,1,0
U3792,2025-10-30T20:34:07.814262,login,DEV_3791_1,24.55808776996977,46.75448978086074,0,1,0
U3280,2025-10-26T04:57:58.014711,pay_fee,DEV_3279_0,24.23744238960404,47.16673325222046,3,1,0
U3629,2025-10-02T15:25:50.648377,view_service,DEV_3628_0,24.937832020048077,46.711902969385726,3,1,0
U1842,2025-10-22T00:11:06.996425,login,DEV_1841_0,24.9846711393771,46.1618080367964,3,1,0
U986,2025-10-09T15:10:56.018865,submit_form,DEV_985_0,24.893615409016935,46.59102086480356,1,1,0
U4000,2025-10-05T22:11:43.340469,submit_form,DEV_3999_1,24.650941762899937,47.188145020116686,2,1,0
U2818,2025-10-16T21:52:15.550066,issue_power,NEWDEV_718353,25.679314485793796,47.973849462736744,2,1,1
U103,2025-10-12T21:30:24.115605,login,DEV_102_0,25.286484480666005,46.98134191997624,2,1,0
U2597,2025-10-08T23:25:18.388209,login,DEV_2596_0,24.50938373675388,46.920511725968126,1,1,0
U1361,2025-10-14T04:32:18.618786,submit_form,DEV_1360_0,23.788460310540053,47.021765216826594,1,1,0
U348,2025-10-01T19:59:41.270097,login,DEV_347_0,23.963739676848874,46.593602242346925,2,1,0
U215,2025-10-20T18:13:24.895658,reset_password,DEV_214_0,24.541455004365844,47.2705231992588,1,1,0
U3680,2025-10-04T01:23:24.017388,pay_fee,DEV_3679_0,24.48213593579204,47.001227224469304,4,1,0
U1910,2025-10-08T14:31:52.013499,login,DEV_1909_1,25.188419611335746,46.40775907220158,4,1,0
U1105,2025-10-01T15:43:48.017559,login,DEV_1104_1,24.8676221674441,46.090683278012314,4,1,0
U3798,2025-10-25T03:56:01.957440,view_service,DEV_3797_0,24.547460064492505,46.35202471927241,2,1,0
U3670,2025-10-29T06:04:21.596699,login,DEV_3669_0,24.279525510945863,46.40657426503105,1,1,0
U3710,2025-10-03T04:42:15.028962,login,DEV_3709_0,24.331211575337544,46.30154609169169,1,1,0
U916,2025-10-25T03:20:52.542822,change_phone,DEV_915_0,24.817504521952195,47.095262778962486,4,1,0
U2697,2025-10-14T09:58:06.606551,login,DEV_2696_0,25.010319895193703,45.89988930111595,3,1,0
U3432,2025-10-27T00:25:50.342651,pay_fee,DEV_3431_1,24.42061726762533,47.321804699737164,1,1,0
U2995,2025-10-03T11:42:40.751841,login,NEWDEV_e48919,25.488209416332158,46.51290316332563,3,1,0
U2279,2025-10-18T22:51:30.335294,view_service,DEV_2278_0,24.847378403745886,46.56976473177126,2,1,0
U1326,2025-10-06T13:08:43.924471,pay_fee,DEV_1325_1,25.5011928450982,46.29008561895218,1,1,0
U2795,2025-10-27T09:38:54.577874,issue_power,NEWDEV_561829,26.21484445462959,47.84887713249668,3,1,1
U1209,2025-10-24T20:58:13.476785,view_service,DEV_1208_0,25.05926246594038,46.494821705368935,2,1,0
U338,2025-10-17T22:47:58.677130,login,DEV_337_0,25.52104716858159,46.801616921226135,1,1,0
U3310,2025-10-07T23:49:37.819143,login,DEV_3309_0,24.85280121538795,46.6096721827943,0,1,0
U502,2025-10-11T20:54:28.351020,login,DEV_501_0,24.37555185346722,46.632902347882535,3,1,0
U829,2025-10-01T03:47:07.649088,login,DEV_828_0,23.993658736176425,46.79840960945996,3,1,0
U2641,2025-10-05T22:36:35.673339,change_phone,DEV_2640_1,24.14401358849638,46.949646776953855,3,1,0
U1366,2025-10-02T07:56:27.210818,login,DEV_1365_1,25.136847609140435,46.719756508435694,5,1,0
U2694,2025-10-25T04:13:09.541939,login,DEV_2693_0,24.83356014998497,46.90203452888266,1,1,0
U2426,2025-09-30T00:06:34.536774,pay_fee,DEV_2425_0,24.89734458593721,47.79627153052899,0,1,0
U2458,2025-10-14T07:42:30.499939,login,DEV_2457_0,24.85071644363464,46.731224993380025,4,1,0
U2876,2025-10-07T17:53:38.534540,login,DEV_2875_1,24.49049804683227,46.65363393031055,4,1,0
U3570,2025-10-02T05:15:57.715047,login,DEV_3569_0,24.317612310867794,47.06001272865232,1,1,0
U2820,2025-10-10T18:05:39.615777,login,DEV_2819_0,24.18621123962246,46.0577741952025,3,1,0
U2295,2025-10-23T07:58:13.514060,view_service,DEV_2294_0,24.434300197115196,46.37310210184163,3,1,0
U1604,2025-10-09T23:33:05.430233,login,DEV_1603_0,24.543473867819333,47.171111037109966,4,1,0
U166,2025-09-30T11:15:06.761283,login,DEV_165_0,25.392840644271008,46.06435086176633,0,1,0
U589,2025-10-01T17:47:00.166997,login,DEV_588_0,25.049570609165883,46.422385881115055,2,1,0
U464,2025-09-30T09:51:56.564712,view_service,DEV_463_0,24.12853870906105,46.88820183892061,5,1,0
U2362,2025-10-30T16:42:18.621346,view_service,DEV_2361_0,25.072595364066114,46.408752679006824,1,1,0
U3726,2025-10-15T21:31:49.000417,reset_password,NEWDEV_1085eb,25.37620763420291,46.30547015967941,1,1,1
U299,2025-10-15T14:45:14.185601,login,DEV_298_1,24.020136146377105,47.42845230535808,3,1,0
U2919,2025-10-20T11:27:55.146331,view_service,DEV_2918_1,25.3151232635005,47.260094531501714,2,1,0
U2734,2025-10-02T22:37:58.061004,change_phone,DEV_2733_0,24.96825923107463,46.88607682934653,2,1,0
U2636,2025-10-26T11:11:28.123111,change_phone,NEWDEV_4aef54,24.478026350461448,47.045691353016835,5,1,0
U1371,2025-10-19T18:07:01.600564,login,DEV_1370_0,24.97754420394457,47.26601841555658,3,1,0
U1641,2025-09-29T23:52:55.186085,login,DEV_1640_0,24.546743824740062,47.10172910858656,3,1,0
U173,2025-10-14T02:42:47.996805,reset_password,NEWDEV_0a5c4c,24.732072750286363,46.73134287141058,3,1,1
U3233,2025-10-21T15:57:18.279088,view_service,DEV_3232_0,24.616503367529212,47.13411203509898,3,1,0
U3133,2025-10-09T11:54:25.633783,login,DEV_3132_0,24.420621612429123,46.532439397991396,4,1,0
U3499,2025-10-22T09:38:40.349121,view_service,DEV_3498_1,23.78143308308885,47.34860311690796,3,1,0
U2641,2025-10-05T02:34:15.818621,login,NEWDEV_201f31,24.20412583297996,46.98181896724755,3,1,0
U2112,2025-10-21T09:58:55.047594,pay_fee,NEWDEV_8ed823,24.35962546862923,46.77519319443277,1,1,0
U3234,2025-10-02T23:08:30.125367,login,DEV_3233_0,23.876778606170795,46.582052857897104,0,1,0
U3613,2025-10-18T08:27:57.743352,submit_form,NEWDEV_ebd6f9,25.032330137081487,46.8242964546877,1,1,0
U2985,2025-10-13T03:56:35.595081,login,DEV_2984_0,25.118146198932976,46.693410244413975,3,1,0
U2031,2025-10-21T07:43:55.450026,issue_power,NEWDEV_af6870,26.303500393696744,48.20042965646607,3,1,1
U186,2025-10-03T09:51:31.620383,login,DEV_185_0,24.777407093483898,45.94261432888269,2,1,0
U214,2025-10-18T23:57:41.673427,login,DEV_213_0,25.31219720824943,46.86318562896877,1,0,1
U2880,2025-10-19T00:44:03.068066,submit_form,DEV_2879_1,24.662278453947803,46.628428386224435,2,1,0
U1430,2025-10-29T17:01:50.332077,login,DEV_1429_1,24.95683340575198,46.122212156426315,2,1,0
U337,2025-10-26T16:31:12.044548,view_service,DEV_336_1,24.686242181372485,46.694794771114836,1,1,0
U3659,2025-10-18T22:58:39.417834,login,DEV_3658_0,24.90992128369294,46.32187805316243,1,1,0
U2171,2025-10-18T23:14:24.311807,view_service,DEV_2170_0,24.416990119512164,47.03583253404608,1,1,0
U3268,2025-10-17T13:36:38.045356,login,DEV_3267_0,25.162773255226895,46.3364749046825,1,1,0
U3878,2025-10-27T23:46:34.640510,login,DEV_3877_0,24.505490422871205,46.98647506148607,0,1,0
U1769,2025-10-09T20:54:01.681313,login,DEV_1768_0,24.698749193373384,46.321388599786964,2,1,0
U1449,2025-10-24T07:01:11.512696,login,DEV_1448_1,24.871172331074305,46.521406036512325,1,1,0
U2294,2025-10-07T07:21:05.673080,login,NEWDEV_774d54,25.091867331739955,46.5795540270836,0,1,0
U2748,2025-10-20T19:04:26.776109,submit_form,DEV_2747_1,24.813634597661416,47.11110922409703,1,1,0
U71,2025-10-07T04:35:05.535257,change_phone,DEV_70_0,25.132652823394903,47.19348895624905,2,1,0
U3808,2025-10-09T17:22:34.791528,view_service,DEV_3807_0,24.565807807799175,45.852913606288425,1,1,0
U2699,2025-10-21T03:42:12.265729,view_service,DEV_2698_1,24.325992465374505,46.76963380124245,0,1,0
U2552,2025-10-23T02:24:03.360400,change_phone,NEWDEV_276959,25.562600277554193,46.69960311684342,2,1,0
U998,2025-10-08T02:18:29.023669,change_phone,NEWDEV_dbe3aa,25.585885477437806,48.57411502925704,2,1,1
U1797,2025-10-26T02:03:50.871538,login,DEV_1796_0,24.857627016443306,46.45844544906751,0,1,0
U2276,2025-10-16T02:01:09.736611,submit_form,DEV_2275_0,25.275979241924965,46.43248158734195,4,1,0
U3328,2025-10-02T09:02:13.319936,change_phone,DEV_3327_0,24.708854273322075,46.298195454454266,3,1,0
U2045,2025-10-11T02:37:32.552156,pay_fee,NEWDEV_5a2cd4,25.018456158266805,46.75443884659896,1,1,0
U2467,2025-10-19T18:04:28.757398,pay_fee,DEV_2466_0,25.584315399998975,46.97925165540775,2,1,0
U857,2025-10-17T11:24:09.719035,view_service,DEV_856_1,24.76752777337233,46.753895208126146,2,1,0
U2372,2025-10-02T16:07:39.949264,reset_password,DEV_2371_0,24.72363711696337,47.15386443805506,0,1,0
U847,2025-10-10T22:44:46.855546,login,DEV_846_0,25.111166199648935,46.26859965823523,1,1,0
U2145,2025-10-28T05:01:44.678296,submit_form,DEV_2144_1,24.6774565552576,46.61978457364511,3,1,0
U960,2025-10-22T13:27:10.253176,login,DEV_959_0,24.573579488595108,46.80918625559768,3,1,0
U369,2025-10-11T02:19:57.984199,pay_fee,DEV_368_1,24.582325475908796,47.141163015959194,1,1,0
U3139,2025-10-26T09:12:19.623667,login,DEV_3138_0,23.801847988154332,46.96046282050211,4,1,0
U184,2025-10-24T03:38:21.139531,login,DEV_183_0,24.805865905812663,46.54670424732153,0,1,0
U971,2025-10-27T17:31:30.831236,login,DEV_970_0,24.583819937883504,46.81684207646189,3,1,0
U3259,2025-10-06T02:29:40.474391,issue_power,NEWDEV_600205,25.936225125706862,48.051706094127375,2,1,1
U673,2025-10-18T05:20:14.612200,login,DEV_672_1,24.509547808574766,46.32682654380024,1,1,0
U3430,2025-10-29T06:43:33.276378,login,DEV_3429_0,24.27894676186099,46.143130967438154,0,1,0
U236,2025-10-26T16:15:02.808732,view_service,DEV_235_0,24.829860656933814,46.94508792480512,2,1,0
U1399,2025-10-24T04:40:43.835195,login,DEV_1398_0,24.24667105849714,46.53507097567942,0,0,1
U3512,2025-10-06T04:52:28.778212,login,DEV_3511_0,24.570594548776725,46.548423720448625,1,1,0
U1453,2025-10-18T14:30:54.704298,change_phone,DEV_1452_0,24.718204555280675,46.7699547211788,1,1,0
U1877,2025-10-06T05:25:54.777971,view_service,DEV_1876_0,24.5186957417083,47.09368984073455,2,1,0
U2801,2025-10-06T13:47:56.952716,login,DEV_2800_0,24.483211755484785,47.17484507631409,3,1,0
U3544,2025-10-17T07:17:24.158266,view_service,DEV_3543_0,25.271606739096264,46.36505777203896,2,1,0
U1404,2025-10-29T08:50:34.650537,login,DEV_1403_0,24.577636141297948,46.57774755202072,2,1,0
U1973,2025-10-01T13:13:28.618902,login,DEV_1972_0,24.38322708948487,46.736663945906805,3,1,0
U2755,2025-10-09T06:00:00.604881,login,NEWDEV_683cc6,24.723897034979956,46.079209291042126,1,1,0
U2654,2025-10-03T21:39:47.827472,login,DEV_2653_1,24.31369893681562,46.76699758147693,2,1,0
U85,2025-10-19T17:38:56.913950,login,DEV_84_0,24.29836130976792,46.05153628278293,1,1,0
U1450,2025-10-10T15:44:43.969810,login,DEV_1449_0,24.30304708980081,46.770069049920096,1,1,0
U2771,2025-10-02T16:37:54.239010,login,DEV_2770_0,24.836386679309474,46.283002121408224,4,1,0
U3182,2025-10-27T17:13:41.483844,pay_fee,DEV_3181_0,24.764092853572564,46.708536190257036,4,1,0
U2856,2025-10-07T09:14:11.688937,submit_form,DEV_2855_0,24.96320160740137,46.847730777939454,1,1,0
U2584,2025-10-15T02:25:50.454223,view_service,DEV_2583_0,24.64809817826691,46.99456099901674,2,1,0
U1802,2025-10-09T22:36:26.782005,login,DEV_1801_1,24.52360345698706,46.76196358896984,2,1,0
U3363,2025-10-26T23:13:35.162664,login,DEV_3362_0,24.744948906919408,45.96919075316442,1,1,0
U937,2025-10-11T21:28:06.883304,pay_fee,DEV_936_1,23.622541270052125,46.783462916767526,2,1,0
U2822,2025-10-13T16:05:00.611096,submit_form,DEV_2821_0,24.705497783910683,46.7392605152278,0,1,0
U794,2025-10-21T16:26:14.561702,pay_fee,DEV_793_0,25.131891374382356,46.452534724239705,6,1,0
U524,2025-09-30T18:44:38.260571,view_service,NEWDEV_43c0f7,24.873434589353835,46.48089416374913,1,1,0
U2890,2025-10-30T14:26:00.448382,login,DEV_2889_0,24.08112489096407,46.62507432246585,2,1,0
U3447,2025-10-11T04:37:50.126461,reset_password,NEWDEV_be4339,24.790329180085767,46.91785388898611,0,1,1
U704,2025-10-20T21:51:08.045224,login,DEV_703_0,24.227974151646897,47.509760146702384,1,0,1
U1191,2025-10-12T03:36:05.336839,submit_form,DEV_1190_0,25.15944069119094,46.51393437822361,3,1,0
U3937,2025-10-21T13:04:42.883065,view_service,DEV_3936_0,25.213934402618506,45.94071468250315,1,1,0
U1528,2025-10-16T18:33:39.211823,login,DEV_1527_0,24.648459451362456,46.98113293115609,2,1,0
U3130,2025-10-09T18:30:46.172005,login,DEV_3129_1,24.701717539227207,46.57843232309174,4,1,0
U1606,2025-10-17T06:43:26.281142,login,DEV_1605_0,24.790419944117055,46.342865446119305,4,1,0
U1490,2025-10-17T00:01:22.851996,issue_power,NEWDEV_763eaa,25.49832005735451,47.863349101040484,3,1,1
U834,2025-10-29T10:45:52.397331,login,DEV_833_0,25.158463084908618,46.867099528629815,1,1,0
U885,2025-10-23T06:29:40.423149,login,NEWDEV_18bddd,24.764379423714395,46.759713394260196,4,1,0
U1955,2025-10-06T15:40:12.266768,login,DEV_1954_0,24.903360386283115,46.485570078352666,1,1,0
U2603,2025-10-22T20:36:11.361017,change_phone,DEV_2602_1,24.565874009634655,46.28006109573487,1,1,0
U3428,2025-10-21T15:54:39.818405,view_service,DEV_3427_0,23.979382576562752,46.85555219421527,2,1,0
U2818,2025-10-15T02:53:06.822604,submit_form,DEV_2817_0,24.915834283390573,46.448174101324796,0,1,0
U2135,2025-10-04T19:03:43.311146,issue_power,DEV_2134_0,24.551723107423665,46.29315403820146,3,1,0
U1312,2025-10-17T03:30:36.515879,submit_form,DEV_1311_0,25.371723118681725,46.83445166285806,1,1,0
U636,2025-10-22T09:34:12.800267,change_phone,NEWDEV_2bd8d1,25.011641071339,47.03686705811635,4,1,0
U2947,2025-10-09T16:54:58.639981,pay_fee,DEV_2946_0,24.54509753554627,46.722862525273634,2,1,0
U2398,2025-10-09T21:37:21.440422,submit_form,DEV_2397_0,24.407038273855154,46.80217220634535,2,1,0
U2306,2025-10-13T12:41:54.184566,view_service,NEWDEV_907010,24.980062566719628,47.27208431239115,2,1,0
U2484,2025-10-13T00:17:13.492518,view_service,DEV_2483_1,25.275498471389376,47.03659930870966,2,1,0
U2407,2025-10-23T18:26:33.419142,login,DEV_2406_0,24.60413321394246,46.840659179312794,1,1,0
U915,2025-10-21T23:09:45.325678,view_service,DEV_914_0,24.829944491521406,46.21817404993518,0,1,0
U3814,2025-10-06T04:13:34.225655,login,DEV_3813_1,24.775733110888684,46.73599382719916,1,1,0
U963,2025-10-22T19:24:56.868243,login,DEV_962_0,25.129260272229402,47.07932549930348,1,1,0
U434,2025-10-28T00:04:02.641900,login,DEV_433_0,24.713325067511214,46.90802771182107,3,0,1
U2516,2025-10-05T10:00:40.969104,login,DEV_2515_0,24.726475746731225,46.84236832060818,4,1,0
U762,2025-10-01T05:59:23.085280,login,DEV_761_1,24.514897853530368,46.634338065760204,3,1,0
U1885,2025-10-11T22:05:18.280610,login,DEV_1884_0,24.594094316544027,47.06519308067893,1,1,0
U2458,2025-10-13T02:37:43.442785,view_service,DEV_2457_0,24.901084055915934,46.70787274747088,4,1,0
U1359,2025-10-17T03:31:01.972273,login,DEV_1358_1,24.167294190870038,46.41443061730188,4,1,0
U1989,2025-10-09T21:41:29.501705,change_phone,NEWDEV_27ed0b,24.659266666409394,47.16252293181863,1,1,0
U3930,2025-10-03T04:42:54.324764,view_service,DEV_3929_0,25.068245119037922,46.87160570011646,3,1,0
U1880,2025-10-02T13:19:24.452721,login,DEV_1879_0,24.87242221028557,45.57279648905235,1,1,0
U2745,2025-10-17T23:56:09.855647,login,DEV_2744_0,24.538394961565498,46.46733924905089,3,1,0
U619,2025-10-14T17:55:47.939909,login,DEV_618_0,24.156499349327365,46.23001859732298,3,1,0
U877,2025-10-22T11:36:08.175256,change_phone,DEV_876_0,24.71814854856782,46.59623147123483,4,1,0
U2373,2025-10-26T16:31:29.379411,login,DEV_2372_0,24.670881605852877,46.90358934353952,4,1,0
U1780,2025-10-03T03:41:19.172500,submit_form,DEV_1779_1,24.598859639520533,46.76784831364646,1,1,0
U1835,2025-10-30T14:30:03.091241,reset_password,NEWDEV_12297e,24.594442032918927,46.74714413277911,4,1,1
U640,2025-10-10T07:29:39.914631,view_service,DEV_639_0,24.848978436170935,46.15952722190372,0,1,0
U1245,2025-10-03T08:04:58.415262,view_service,DEV_1244_0,23.882832289962217,46.3048120189013,1,1,0
U2312,2025-10-22T15:32:11.430284,view_service,DEV_2311_0,25.10197248366894,46.988306442507955,2,1,0
U2653,2025-10-12T19:26:30.802739,view_service,DEV_2652_1,24.651191791545617,47.158802272297386,0,1,0
U809,2025-10-17T20:41:51.299796,submit_form,DEV_808_0,24.45120968933042,47.25599417497974,2,1,0
U2455,2025-10-01T11:54:55.509009,pay_fee,DEV_2454_1,25.13909637034689,46.749432041558975,0,1,0
U962,2025-10-02T01:54:22.802116,login,DEV_961_0,24.507302679528912,46.540422807037565,3,1,0
U332,2025-10-05T23:37:36.675706,view_service,DEV_331_0,25.232019909231294,47.07927533298353,1,1,0
U3548,2025-10-07T06:51:09.902233,login,DEV_3547_0,24.821226131860698,45.97277244498135,2,1,0
U1454,2025-10-18T15:59:37.627564,login,DEV_1453_0,25.614642640655827,46.694452590821285,0,1,0
U2663,2025-10-07T05:43:17.439139,login,DEV_2662_0,24.346067029765724,46.83053507363627,2,1,0
